,datetime,PM10,PM2_5,NITROGEN_DIOXIDE,SULPHUR_DIOXIDE,OZONE,CARBON_MONOXIDE,T2M,RH2M,WS2M,WD2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
3426,2023-10-20 18:00:00+00:00,155.5,73.6,71.2,43.0,19.0,1627.0,18.67,71.73,1.12,12.9,0.0,0.0
3427,2023-10-20 19:00:00+00:00,149.5,66.6,63.4,36.7,22.0,1481.0,18.02,73.64,1.1,11.5,0.0,0.0
3428,2023-10-20 20:00:00+00:00,142.5,58.2,52.8,27.2,28.0,1234.0,17.42,75.21,1.1,10.0,0.0,0.0
3429,2023-10-20 21:00:00+00:00,132.2,49.6,43.8,19.7,33.0,1020.0,16.88,76.17,1.05,9.3,0.0,0.0
3430,2023-10-20 22:00:00+00:00,121.5,43.3,37.3,16.3,35.0,870.0,16.45,76.76,0.99,9.3,0.0,0.0
3431,2023-10-20 23:00:00+00:00,110.1,39.8,32.4,15.1,35.0,753.0,16.2,76.56,0.94,9.2,0.0,0.0
3432,2023-10-21 00:00:00+00:00,123.4,45.6,40.6,19.3,28.0,881.0,16.28,74.85,0.93,7.4,0.0,0.0
3433,2023-10-21 01:00:00+00:00,124.3,49.5,44.0,21.0,32.0,995.0,16.95,72.28,0.74,3.9,0.0,53.25
3434,2023-10-21 02:00:00+00:00,132.7,59.3,48.2,23.4,39.0,1142.0,19.34,63.09,0.77,356.3,0.0,222.98
3435,2023-10-21 03:00:00+00:00,115.3,54.9,47.6,25.3,55.0,1167.0,22.1,54.21,0.59,333.9,0.0,414.95
3436,2023-10-21 04:00:00+00:00,85.2,44.0,37.4,26.7,89.0,953.0,26.53,40.17,1.61,308.4,0.0,578.47
3437,2023-10-21 05:00:00+00:00,57.9,25.7,22.4,27.7,133.0,619.0,28.49,35.97,2.09,307.4,0.0,687.97
3438,2023-10-21 06:00:00+00:00,47.0,20.2,11.1,27.5,165.0,366.0,29.5,34.14,2.28,310.7,0.0,688.78
3439,2023-10-21 07:00:00+00:00,39.5,18.5,5.5,25.2,179.0,269.0,30.21,32.7,2.42,315.0,0.0,663.08
3440,2023-10-21 08:00:00+00:00,34.2,17.4,3.6,21.8,181.0,252.0,30.55,31.5,2.5,319.2,0.0,569.6
3441,2023-10-21 09:00:00+00:00,31.1,17.1,7.5,19.6,174.0,297.0,30.49,30.61,2.4,324.3,0.0,418.75
3442,2023-10-21 10:00:00+00:00,29.6,17.2,20.9,19.4,153.0,404.0,29.88,31.02,2.15,330.1,0.0,237.4
3443,2023-10-21 11:00:00+00:00,30.2,18.7,40.1,20.4,121.0,572.0,28.04,40.07,1.2,339.0,0.0,78.28
3444,2023-10-21 12:00:00+00:00,65.9,39.8,55.5,23.2,99.0,790.0,24.79,50.06,1.01,1.7,0.0,0.0
3445,2023-10-21 13:00:00+00:00,84.1,53.4,60.3,26.0,82.0,922.0,23.3,51.09,1.12,17.1,0.0,0.0
3446,2023-10-21 14:00:00+00:00,89.6,58.4,66.8,30.0,59.0,1108.0,22.05,53.78,1.14,28.8,0.0,0.0
3447,2023-10-21 15:00:00+00:00,89.6,59.1,71.7,33.7,40.0,1265.0,20.96,56.24,1.16,34.5,0.0,0.0
3448,2023-10-21 16:00:00+00:00,95.2,63.1,73.3,37.1,31.0,1370.0,20.08,58.51,1.2,36.9,0.0,0.0
3449,2023-10-21 17:00:00+00:00,103.8,68.9,73.2,40.2,26.0,1446.0,19.36,60.54,1.21,39.0,0.0,0.0
3450,2023-10-21 18:00:00+00:00,109.4,72.4,72.4,41.9,22.0,1491.0,18.76,62.54,1.18,42.2,0.0,0.0
3451,2023-10-21 19:00:00+00:00,111.8,74.0,71.5,41.6,18.0,1496.0,18.29,64.17,1.13,47.5,0.0,0.0
3452,2023-10-21 20:00:00+00:00,112.5,74.3,69.9,39.8,15.0,1469.0,18.07,64.29,1.07,55.3,0.0,0.0
3453,2023-10-21 21:00:00+00:00,111.8,73.3,67.0,37.5,14.0,1426.0,18.31,62.2,1.01,66.0,0.0,0.0
3454,2023-10-21 22:00:00+00:00,109.2,71.5,61.1,34.1,15.0,1351.0,18.67,59.65,0.84,79.8,0.0,0.0
3455,2023-10-21 23:00:00+00:00,104.1,67.5,53.8,30.2,18.0,1261.0,18.59,59.15,0.61,97.6,0.0,0.0
3456,2023-10-22 00:00:00+00:00,88.2,59.6,49.0,26.5,19.0,967.0,18.79,57.8,0.5,113.5,0.0,0.0
3457,2023-10-22 01:00:00+00:00,97.3,66.1,53.3,28.6,31.0,1112.0,18.79,59.21,0.37,110.4,0.0,48.72
3458,2023-10-22 02:00:00+00:00,116.4,79.6,58.7,31.5,48.0,1299.0,20.07,57.67,0.47,80.1,0.0,205.48
3459,2023-10-22 03:00:00+00:00,103.4,70.8,58.2,34.4,73.0,1344.0,22.33,50.34,0.67,55.4,0.0,386.85
3460,2023-10-22 04:00:00+00:00,85.0,56.8,46.3,37.8,111.0,1109.0,26.98,36.8,0.7,9.9,0.0,555.7
3461,2023-10-22 05:00:00+00:00,61.9,36.3,28.5,41.1,157.0,733.0,29.45,31.55,1.1,352.2,0.0,666.38
3462,2023-10-22 06:00:00+00:00,52.5,29.9,14.9,42.2,191.0,448.0,30.55,29.46,1.29,346.5,0.0,678.4
3463,2023-10-22 07:00:00+00:00,48.3,26.9,9.3,39.1,206.0,354.0,31.25,28.1,1.61,333.8,0.0,632.47
3464,2023-10-22 08:00:00+00:00,45.9,24.6,7.8,33.7,210.0,351.0,31.5,27.03,2.06,327.7,0.0,539.6
3465,2023-10-22 09:00:00+00:00,45.8,23.3,9.1,29.2,204.0,375.0,31.36,26.92,2.45,326.3,0.0,370.83
3466,2023-10-22 10:00:00+00:00,47.1,23.1,14.2,26.9,186.0,414.0,30.35,29.28,2.7,326.2,0.0,204.15
3467,2023-10-22 11:00:00+00:00,53.6,24.2,21.9,25.5,158.0,480.0,28.09,39.03,1.91,331.1,0.0,62.65
3468,2023-10-22 12:00:00+00:00,92.0,32.8,27.1,25.0,134.0,521.0,24.51,51.33,1.33,342.1,0.0,0.0
3469,2023-10-22 13:00:00+00:00,115.0,34.9,28.1,25.5,119.0,556.0,23.34,53.79,1.45,351.3,0.0,0.0
3470,2023-10-22 14:00:00+00:00,122.9,37.8,29.6,26.2,98.0,605.0,22.44,56.72,1.38,357.9,0.0,0.0
3471,2023-10-22 15:00:00+00:00,130.4,41.0,30.8,26.2,80.0,650.0,21.5,59.78,1.26,4.1,0.0,0.0
3472,2023-10-22 16:00:00+00:00,136.0,44.0,32.2,25.2,69.0,693.0,20.8,62.03,1.17,8.3,0.0,0.0
3473,2023-10-22 17:00:00+00:00,133.2,45.3,33.4,23.6,60.0,733.0,20.17,64.15,1.11,10.4,0.0,0.0
3474,2023-10-22 18:00:00+00:00,126.2,45.2,32.6,21.8,56.0,746.0,19.57,66.3,1.06,10.9,0.0,0.0
3475,2023-10-22 19:00:00+00:00,117.6,44.7,28.1,19.8,57.0,713.0,18.98,69.06,1.03,10.1,0.0,0.0
3476,2023-10-22 20:00:00+00:00,108.3,44.6,21.8,17.7,62.0,653.0,18.4,72.2,0.98,9.4,0.0,0.0
3477,2023-10-22 21:00:00+00:00,100.6,44.4,17.1,16.2,65.0,608.0,17.9,75.35,0.92,5.6,0.0,0.0
3478,2023-10-22 22:00:00+00:00,95.7,44.9,15.4,15.6,63.0,583.0,17.52,78.12,0.88,356.7,0.0,0.0
3479,2023-10-22 23:00:00+00:00,93.4,46.0,15.4,15.6,59.0,573.0,17.15,81.11,0.87,346.0,0.0,0.0
3480,2023-10-23 00:00:00+00:00,98.0,49.0,17.8,16.3,56.0,641.0,16.76,84.24,0.89,334.6,0.0,0.0
3481,2023-10-23 01:00:00+00:00,100.8,52.6,22.3,18.1,55.0,731.0,17.1,84.1,1.0,325.2,0.0,49.85
3482,2023-10-23 02:00:00+00:00,104.5,57.0,28.1,20.5,56.0,847.0,19.62,73.56,2.32,319.4,0.0,213.05
3483,2023-10-23 03:00:00+00:00,106.6,58.4,30.1,22.0,67.0,885.0,22.67,61.47,2.22,318.1,0.0,401.23
3484,2023-10-23 04:00:00+00:00,101.5,56.0,24.5,22.1,98.0,769.0,26.33,45.38,2.72,316.3,0.0,563.12
3485,2023-10-23 05:00:00+00:00,89.2,47.6,15.1,21.3,140.0,574.0,28.16,39.67,2.48,315.7,0.0,672.0
3486,2023-10-23 06:00:00+00:00,76.4,37.0,7.9,20.0,169.0,419.0,29.36,36.71,2.2,313.3,0.0,651.15
3487,2023-10-23 07:00:00+00:00,70.8,31.4,4.3,17.7,177.0,340.0,30.26,34.56,2.01,311.8,0.0,626.88
3488,2023-10-23 08:00:00+00:00,71.5,29.5,2.8,14.9,172.0,300.0,30.74,32.98,1.93,311.6,0.0,532.45
3489,2023-10-23 09:00:00+00:00,75.0,29.2,5.6,13.3,161.0,310.0,30.91,31.91,2.01,313.0,0.0,388.75
3490,2023-10-23 10:00:00+00:00,79.9,29.5,15.3,13.4,142.0,385.0,30.28,32.81,2.12,315.4,0.0,232.2
3491,2023-10-23 11:00:00+00:00,82.0,30.5,29.2,14.7,116.0,511.0,28.4,41.75,1.37,318.9,0.0,65.88
3492,2023-10-23 12:00:00+00:00,88.2,33.4,28.5,15.1,108.0,497.0,24.86,53.88,1.04,328.0,0.0,0.0
3493,2023-10-23 13:00:00+00:00,97.8,38.8,31.7,16.9,95.0,546.0,23.5,55.73,1.15,335.4,0.0,0.0
3494,2023-10-23 14:00:00+00:00,107.8,41.2,36.1,19.4,77.0,614.0,22.6,57.85,1.22,342.9,0.0,0.0
3495,2023-10-23 15:00:00+00:00,112.7,41.2,38.6,20.8,62.0,661.0,21.81,60.37,1.28,349.7,0.0,0.0
3496,2023-10-23 16:00:00+00:00,112.2,40.9,38.0,20.4,55.0,670.0,21.11,63.02,1.32,355.2,0.0,0.0
3497,2023-10-23 17:00:00+00:00,110.8,42.4,35.6,18.9,51.0,657.0,20.47,65.88,1.35,359.2,0.0,0.0
3498,2023-10-23 18:00:00+00:00,107.1,42.4,32.6,17.4,49.0,638.0,19.88,68.93,1.34,1.3,0.0,0.0
3499,2023-10-23 19:00:00+00:00,101.7,41.6,28.6,15.9,47.0,609.0,19.35,71.71,1.31,1.7,0.0,0.0
3500,2023-10-23 20:00:00+00:00,96.4,41.2,24.1,14.4,47.0,573.0,18.87,74.09,1.23,359.5,0.0,0.0
3501,2023-10-23 21:00:00+00:00,91.0,40.9,21.0,13.4,45.0,551.0,18.45,76.04,1.12,354.9,0.0,0.0
3502,2023-10-23 22:00:00+00:00,85.7,40.0,20.2,13.0,41.0,535.0,18.12,77.47,1.05,349.5,0.0,0.0
3503,2023-10-23 23:00:00+00:00,82.0,39.8,20.9,13.2,36.0,533.0,17.85,78.74,1.01,344.4,0.0,0.0
3504,2023-10-24 00:00:00+00:00,73.8,37.1,15.6,13.3,52.0,498.0,17.57,80.25,0.98,340.3,0.0,0.0
3505,2023-10-24 01:00:00+00:00,76.6,40.7,21.3,15.2,48.0,625.0,17.9,79.56,0.91,336.8,0.0,48.22
3506,2023-10-24 02:00:00+00:00,82.7,46.4,28.7,18.0,43.0,793.0,20.84,67.63,1.83,333.4,0.0,208.18
3507,2023-10-24 03:00:00+00:00,83.6,48.5,32.1,21.2,52.0,871.0,23.26,60.53,1.47,328.9,0.0,393.92
3508,2023-10-24 04:00:00+00:00,79.4,48.0,27.4,25.9,87.0,774.0,27.5,45.46,1.93,318.1,0.0,553.53
3509,2023-10-24 05:00:00+00:00,75.2,46.9,18.6,31.1,136.0,586.0,29.35,39.63,2.0,312.6,0.0,660.97
3510,2023-10-24 06:00:00+00:00,63.3,38.2,11.5,33.2,170.0,433.0,30.44,36.63,1.91,312.5,0.0,664.62
3511,2023-10-24 07:00:00+00:00,56.0,31.0,7.0,29.5,179.0,348.0,31.17,34.17,1.87,314.8,0.0,637.33
3512,2023-10-24 08:00:00+00:00,51.6,26.4,4.2,22.7,175.0,297.0,31.49,32.68,1.91,318.6,0.0,542.15
3513,2023-10-24 09:00:00+00:00,48.3,23.2,6.2,17.8,163.0,302.0,31.37,31.86,2.05,322.3,0.0,394.1
3514,2023-10-24 10:00:00+00:00,47.3,21.8,16.7,16.9,142.0,391.0,30.62,32.96,2.12,325.2,0.0,234.73
3515,2023-10-24 11:00:00+00:00,49.7,23.9,32.0,17.8,114.0,536.0,28.53,43.33,1.27,328.8,0.0,65.18
3516,2023-10-24 12:00:00+00:00,75.9,39.7,40.0,18.8,96.0,628.0,25.06,54.1,1.06,334.9,0.0,0.0
3517,2023-10-24 13:00:00+00:00,92.2,49.6,46.4,21.5,79.0,752.0,23.71,55.96,1.2,341.0,0.0,0.0
3518,2023-10-24 14:00:00+00:00,98.5,53.0,55.0,25.1,56.0,920.0,22.82,57.89,1.31,346.3,0.0,0.0
3519,2023-10-24 15:00:00+00:00,103.1,53.9,59.9,27.0,38.0,1029.0,22.03,60.1,1.41,350.6,0.0,0.0
3520,2023-10-24 16:00:00+00:00,109.2,54.8,58.1,25.6,31.0,1031.0,21.29,62.7,1.48,353.4,0.0,0.0
3521,2023-10-24 17:00:00+00:00,113.2,54.0,52.6,22.5,31.0,975.0,20.56,65.84,1.47,355.3,0.0,0.0
3522,2023-10-24 18:00:00+00:00,112.7,50.1,45.9,19.4,32.0,895.0,19.84,69.49,1.43,356.0,0.0,0.0
3523,2023-10-24 19:00:00+00:00,108.0,45.2,37.8,16.6,35.0,787.0,19.16,73.12,1.37,356.7,0.0,0.0
3524,2023-10-24 20:00:00+00:00,100.4,41.6,28.6,13.8,41.0,656.0,18.53,76.63,1.31,356.9,0.0,0.0
3525,2023-10-24 21:00:00+00:00,92.0,39.6,21.8,11.9,44.0,558.0,17.97,79.97,1.25,355.0,0.0,0.0
3526,2023-10-24 22:00:00+00:00,84.3,38.5,18.7,11.2,43.0,506.0,17.55,82.68,1.2,352.3,0.0,0.0
3527,2023-10-24 23:00:00+00:00,77.3,37.8,18.0,11.2,41.0,486.0,17.2,84.72,1.13,348.3,0.0,0.0
3528,2023-10-25 00:00:00+00:00,74.0,38.8,19.5,11.9,36.0,526.0,16.93,86.24,1.09,342.9,0.0,0.0
3529,2023-10-25 01:00:00+00:00,73.8,41.6,23.6,13.7,35.0,638.0,17.34,84.34,1.05,336.4,0.0,48.53
3530,2023-10-25 02:00:00+00:00,75.4,45.4,28.9,16.1,35.0,786.0,20.54,69.96,2.18,329.4,0.0,208.82
3531,2023-10-25 03:00:00+00:00,74.5,46.8,30.4,18.1,46.0,842.0,23.29,60.78,1.9,323.6,0.0,395.05
3532,2023-10-25 04:00:00+00:00,68.7,43.9,24.5,19.3,79.0,718.0,27.74,42.82,2.36,317.1,0.0,555.12
3533,2023-10-25 05:00:00+00:00,58.3,36.3,14.8,19.9,124.0,502.0,30.01,34.35,2.58,313.6,0.0,662.62
3534,2023-10-25 06:00:00+00:00,50.6,29.8,7.4,19.8,156.0,337.0,31.17,30.9,2.58,313.1,0.0,653.05
3535,2023-10-25 07:00:00+00:00,47.3,26.5,4.1,18.2,167.0,275.0,31.93,28.07,2.59,314.1,0.0,627.58
3536,2023-10-25 08:00:00+00:00,44.9,23.6,3.1,15.7,165.0,263.0,32.29,26.18,2.59,315.9,0.0,533.12
3537,2023-10-25 09:00:00+00:00,43.5,20.9,5.6,14.1,157.0,288.0,32.14,25.33,2.67,316.1,0.0,385.27
3538,2023-10-25 10:00:00+00:00,44.6,18.9,13.8,14.1,141.0,361.0,31.27,27.13,2.62,315.6,0.0,226.82
3539,2023-10-25 11:00:00+00:00,49.6,20.0,25.4,14.8,119.0,470.0,28.66,39.52,1.43,317.3,0.0,64.35
3540,2023-10-25 12:00:00+00:00,78.7,39.8,38.8,16.3,99.0,635.0,24.8,49.1,1.24,321.2,0.0,0.0
3541,2023-10-25 13:00:00+00:00,94.8,48.0,45.2,19.0,82.0,745.0,23.41,50.95,1.36,325.5,0.0,0.0
3542,2023-10-25 14:00:00+00:00,105.0,51.6,53.9,22.7,59.0,893.0,22.47,52.98,1.42,329.5,0.0,0.0
3543,2023-10-25 15:00:00+00:00,113.2,53.1,58.4,24.6,42.0,981.0,21.61,55.43,1.45,333.8,0.0,0.0
3544,2023-10-25 16:00:00+00:00,120.1,53.9,55.6,23.1,37.0,957.0,20.81,58.22,1.47,337.6,0.0,0.0
3545,2023-10-25 17:00:00+00:00,121.5,52.2,48.8,19.9,39.0,873.0,20.06,61.36,1.49,340.0,0.0,0.0
3546,2023-10-25 18:00:00+00:00,115.9,47.1,41.2,16.8,42.0,780.0,19.34,65.06,1.49,342.8,0.0,0.0
3547,2023-10-25 19:00:00+00:00,105.9,42.4,32.8,14.4,46.0,683.0,18.62,69.79,1.42,345.3,0.0,0.0
3548,2023-10-25 20:00:00+00:00,95.0,39.3,23.7,12.3,52.0,578.0,17.94,74.57,1.3,344.8,0.0,0.0
3549,2023-10-25 21:00:00+00:00,84.3,37.7,17.2,10.8,55.0,501.0,17.35,79.13,1.21,338.7,0.0,0.0
3550,2023-10-25 22:00:00+00:00,75.0,36.2,14.7,10.1,54.0,458.0,16.86,83.42,1.18,330.0,0.0,0.0
3551,2023-10-25 23:00:00+00:00,68.9,35.3,14.7,10.1,51.0,444.0,16.45,87.33,1.2,324.9,0.0,0.0
3552,2023-10-26 00:00:00+00:00,66.6,35.6,16.4,10.8,47.0,481.0,16.08,90.84,1.24,319.9,0.0,0.0
3553,2023-10-26 01:00:00+00:00,69.8,38.6,21.2,12.6,43.0,598.0,16.45,90.13,1.44,315.6,0.0,46.67
3554,2023-10-26 02:00:00+00:00,74.7,43.1,27.4,15.0,40.0,753.0,19.34,76.53,2.8,311.1,0.0,216.77
3555,2023-10-26 03:00:00+00:00,75.7,44.2,29.8,16.9,47.0,820.0,22.44,65.37,2.18,303.8,0.0,412.17
3556,2023-10-26 04:00:00+00:00,72.2,41.8,24.6,17.7,77.0,714.0,27.03,47.01,2.7,313.2,0.0,577.5
3557,2023-10-26 05:00:00+00:00,64.0,37.5,15.5,17.9,118.0,519.0,29.19,38.68,2.41,312.8,0.0,688.03
3558,2023-10-26 06:00:00+00:00,52.4,29.5,8.5,17.5,148.0,365.0,30.53,33.66,2.2,310.9,0.0,692.62
3559,2023-10-26 07:00:00+00:00,44.2,23.1,4.7,15.8,158.0,292.0,31.52,29.88,2.09,309.6,0.0,667.15
3560,2023-10-26 08:00:00+00:00,41.1,19.4,3.0,13.5,156.0,260.0,31.98,27.52,2.06,308.9,0.0,571.92
3561,2023-10-26 09:00:00+00:00,40.6,16.9,5.7,12.2,147.0,277.0,31.89,26.51,2.09,308.8,0.0,420.7
3562,2023-10-26 10:00:00+00:00,43.9,16.1,15.9,12.5,128.0,362.0,31.08,27.54,2.1,309.4,0.0,236.18
3563,2023-10-26 11:00:00+00:00,47.8,17.5,30.4,13.8,102.0,496.0,28.58,40.76,1.1,310.9,0.0,69.45
3564,2023-10-26 12:00:00+00:00,70.8,35.4,50.0,17.2,78.0,734.0,25.05,47.86,1.14,316.1,0.0,0.0
3565,2023-10-26 13:00:00+00:00,88.0,44.0,52.9,20.0,65.0,845.0,23.59,49.09,1.23,322.9,0.0,0.0
3566,2023-10-26 14:00:00+00:00,95.7,46.7,56.6,23.8,47.0,994.0,22.5,50.9,1.26,331.0,0.0,0.0
3567,2023-10-26 15:00:00+00:00,103.1,48.0,57.8,25.6,34.0,1076.0,21.49,53.05,1.28,338.9,0.0,0.0
3568,2023-10-26 16:00:00+00:00,109.0,48.0,54.8,23.7,30.0,1032.0,20.57,55.42,1.28,346.4,0.0,0.0
3569,2023-10-26 17:00:00+00:00,110.1,45.8,49.3,20.0,31.0,920.0,19.73,57.95,1.25,351.3,0.0,0.0
3570,2023-10-26 18:00:00+00:00,106.9,42.1,43.0,16.6,33.0,810.0,18.99,60.38,1.21,355.7,0.0,0.0
3571,2023-10-26 19:00:00+00:00,99.7,38.9,35.2,14.3,38.0,714.0,18.33,62.54,1.17,359.0,0.0,0.0
3572,2023-10-26 20:00:00+00:00,91.0,37.1,26.5,12.5,44.0,619.0,17.78,64.5,1.12,357.4,0.0,0.0
3573,2023-10-26 21:00:00+00:00,82.9,36.4,20.6,11.4,48.0,555.0,17.31,65.94,1.1,349.0,0.0,0.0
3574,2023-10-26 22:00:00+00:00,75.4,36.1,18.8,11.3,47.0,523.0,16.86,66.77,1.11,336.0,0.0,0.0
3575,2023-10-26 23:00:00+00:00,70.3,36.1,19.8,12.0,43.0,521.0,16.36,67.5,1.13,324.3,0.0,0.0
3576,2023-10-27 00:00:00+00:00,65.2,36.3,19.3,13.1,48.0,548.0,15.85,68.1,1.15,315.4,0.0,0.0
3577,2023-10-27 01:00:00+00:00,69.8,41.1,26.2,15.6,43.0,726.0,15.94,67.13,1.13,309.6,0.0,51.53
3578,2023-10-27 02:00:00+00:00,80.3,49.7,35.3,18.9,39.0,962.0,19.5,54.84,1.97,304.3,0.0,236.07
3579,2023-10-27 03:00:00+00:00,78.5,50.4,38.9,21.4,48.0,1066.0,22.07,47.14,1.67,295.5,0.0,436.2
3580,2023-10-27 04:00:00+00:00,71.2,46.4,31.8,22.3,85.0,910.0,26.11,37.55,1.37,285.3,0.0,601.83
3581,2023-10-27 05:00:00+00:00,57.5,38.4,19.3,22.3,135.0,623.0,30.06,23.64,2.01,297.8,0.0,711.33
3582,2023-10-27 06:00:00+00:00,45.9,29.9,9.7,21.4,171.0,397.0,31.35,20.67,2.08,302.0,0.0,701.9
3583,2023-10-27 07:00:00+00:00,38.3,23.7,5.0,18.9,179.0,300.0,31.99,19.52,2.16,305.4,0.0,670.85
3584,2023-10-27 08:00:00+00:00,35.0,20.1,3.1,15.5,172.0,264.0,32.26,18.49,2.23,309.9,0.0,570.53
3585,2023-10-27 09:00:00+00:00,34.3,18.0,6.1,13.3,159.0,285.0,31.93,18.66,2.26,315.0,0.0,414.17
3586,2023-10-27 10:00:00+00:00,35.9,16.8,16.6,12.9,139.0,365.0,30.92,21.03,2.06,322.7,0.0,226.7
3587,2023-10-27 11:00:00+00:00,41.1,19.3,32.0,13.7,112.0,502.0,28.09,36.71,1.0,333.9,0.0,64.62
3588,2023-10-27 12:00:00+00:00,70.1,36.0,46.9,16.8,94.0,698.0,24.74,42.13,1.14,355.0,0.0,0.0
3589,2023-10-27 13:00:00+00:00,94.3,48.7,55.6,23.6,77.0,949.0,23.3,43.92,1.21,13.9,0.0,0.0
3590,2023-10-27 14:00:00+00:00,115.5,58.8,67.6,33.0,52.0,1299.0,22.55,46.61,1.16,22.8,0.0,0.0
3591,2023-10-27 15:00:00+00:00,135.5,67.5,75.8,40.4,33.0,1580.0,22.04,48.88,1.12,26.6,0.0,0.0
3592,2023-10-27 16:00:00+00:00,155.1,75.0,77.3,44.3,23.0,1740.0,21.5,51.51,1.08,29.4,0.0,0.0
3593,2023-10-27 17:00:00+00:00,171.8,79.9,75.1,46.0,18.0,1831.0,20.93,54.3,1.04,30.0,0.0,0.0
3594,2023-10-27 18:00:00+00:00,177.0,79.6,71.2,45.4,16.0,1846.0,20.4,57.08,1.0,30.7,0.0,0.0
3595,2023-10-27 19:00:00+00:00,175.6,76.1,65.2,40.8,16.0,1749.0,19.92,59.4,0.96,33.5,0.0,0.0
3596,2023-10-27 20:00:00+00:00,172.8,71.0,57.4,33.8,18.0,1577.0,19.67,60.66,0.91,33.3,0.0,0.0
3597,2023-10-27 21:00:00+00:00,166.2,66.1,51.1,28.5,20.0,1431.0,19.51,59.87,0.88,31.5,0.0,0.0
3598,2023-10-27 22:00:00+00:00,159.7,62.4,46.1,26.5,19.0,1323.0,19.63,59.21,0.74,45.5,0.0,0.0
3599,2023-10-27 23:00:00+00:00,157.4,60.8,42.6,26.3,18.0,1241.0,19.92,58.02,0.45,72.0,0.0,0.0
3600,2023-10-28 00:00:00+00:00,157.4,61.5,47.8,25.4,16.0,1184.0,19.85,57.55,0.42,141.8,0.0,0.0
3601,2023-10-28 01:00:00+00:00,169.5,69.2,59.0,28.7,20.0,1403.0,19.28,60.58,0.62,180.9,0.0,40.5
3602,2023-10-28 02:00:00+00:00,194.2,86.4,73.4,33.2,28.0,1688.0,20.82,56.89,1.04,188.3,0.0,186.2
3603,2023-10-28 03:00:00+00:00,174.6,81.5,77.9,37.4,49.0,1771.0,22.89,49.61,1.18,203.5,0.0,352.95
3604,2023-10-28 04:00:00+00:00,143.0,62.6,62.6,41.4,96.0,1455.0,27.13,34.15,1.6,220.7,0.0,497.62
3605,2023-10-28 05:00:00+00:00,124.3,47.0,37.2,45.0,156.0,936.0,29.63,27.29,1.75,249.6,0.0,597.9
3606,2023-10-28 06:00:00+00:00,107.3,36.6,17.6,45.6,200.0,541.0,30.46,26.29,1.69,287.3,0.0,576.42
3607,2023-10-28 07:00:00+00:00,93.6,34.6,8.7,40.8,219.0,394.0,30.36,26.97,2.04,315.0,0.0,596.0
3608,2023-10-28 08:00:00+00:00,83.8,33.5,5.6,33.0,222.0,370.0,29.77,28.75,2.23,330.1,0.0,496.92
3609,2023-10-28 09:00:00+00:00,77.3,32.9,9.3,27.1,211.0,417.0,29.3,30.57,2.2,342.6,0.0,336.5
3610,2023-10-28 10:00:00+00:00,72.6,32.7,23.6,24.5,181.0,525.0,28.73,32.66,2.06,352.2,0.0,187.85
3611,2023-10-28 11:00:00+00:00,73.8,36.8,44.8,23.8,137.0,703.0,26.75,45.07,1.09,4.7,0.0,53.42
3612,2023-10-28 12:00:00+00:00,116.9,64.7,61.7,24.0,99.0,918.0,24.38,50.45,1.02,19.5,0.0,0.0
3613,2023-10-28 13:00:00+00:00,140.2,79.9,69.9,31.3,80.0,1201.0,23.84,50.17,1.0,34.0,0.0,0.0
3614,2023-10-28 14:00:00+00:00,156.9,90.6,81.2,41.3,54.0,1591.0,23.73,48.91,0.99,51.2,0.0,0.0
3615,2023-10-28 15:00:00+00:00,167.6,97.3,88.5,48.9,34.0,1888.0,23.67,47.38,0.97,66.9,0.0,0.0
3616,2023-10-28 16:00:00+00:00,176.5,103.1,87.9,51.8,25.0,1998.0,23.12,47.98,0.99,78.9,0.0,0.0
3617,2023-10-28 17:00:00+00:00,183.0,107.1,83.5,52.3,22.0,2013.0,22.64,48.76,0.97,85.9,0.0,0.0
3618,2023-10-28 18:00:00+00:00,184.4,107.6,80.2,52.0,19.0,2013.0,22.31,49.45,0.91,90.0,0.0,0.0
3619,2023-10-28 19:00:00+00:00,185.3,107.8,80.3,51.0,14.0,2016.0,22.1,49.77,0.8,94.3,0.0,0.0
3620,2023-10-28 20:00:00+00:00,188.6,109.2,81.6,49.1,9.0,2003.0,21.95,49.5,0.62,104.0,0.0,0.0
3621,2023-10-28 21:00:00+00:00,191.9,110.6,82.6,47.9,6.0,1992.0,21.44,50.56,0.46,137.6,0.0,0.0
3622,2023-10-28 22:00:00+00:00,193.7,110.8,81.6,48.0,3.0,1972.0,20.87,51.28,0.56,179.0,0.0,0.0
3623,2023-10-28 23:00:00+00:00,194.2,109.4,80.4,48.7,2.0,1955.0,20.11,53.01,0.7,199.2,0.0,0.0
3624,2023-10-29 00:00:00+00:00,169.0,100.8,78.0,43.8,4.0,1672.0,19.6,54.12,0.88,207.2,0.0,0.0
3625,2023-10-29 01:00:00+00:00,179.7,107.6,84.2,45.9,18.0,1804.0,19.11,56.97,0.94,210.1,0.0,38.25
3626,2023-10-29 02:00:00+00:00,201.2,122.0,91.7,48.9,40.0,1967.0,21.11,53.52,1.14,214.7,0.0,186.02
3627,2023-10-29 03:00:00+00:00,191.9,116.9,90.0,52.6,73.0,1958.0,22.53,45.75,1.36,214.5,0.0,368.73
3628,2023-10-29 04:00:00+00:00,177.9,104.5,70.2,58.7,130.0,1612.0,25.39,40.14,1.0,211.2,0.0,529.47
